Canal,Departamento,AFILIADOS,BUSCA PPC,COMPARADORES,Mês/Ano,CAT
3P,ELETROPORTÁTEIS,-0.004708940165132083,-0.03722360449211466,-0.003822408944618709,7/2021,-0.045754953601865454
3P,INFORMÁTICA E ACESSÓRIOS,-0.004810797970379239,-0.04384863215397354,-0.0033372367497474073,7/2021,-0.05199666687410019
3P,UTILIDADES DOMÉSTICAS,-0.003459516986857813,-0.0360250625777998,-0.0016970926486768244,7/2021,-0.041181672213334436
3P,AUTOMOTIVO,-0.0030696565864719023,-0.040648341929192394,-0.0016256744861343016,7/2021,-0.0453436730017986
3P,CONSOLES & GAMES,-0.01917584229813336,-0.019955104662417837,-0.002881683514001742,7/2021,-0.042012630474552934
3P,ESPORTE & LAZER,-0.0031153963645422266,-0.01983529839645018,-0.0013865915959497585,7/2021,-0.024337286356942163
3P,PC GAMER,-0.006881099784520856,-0.03671582015673547,-0.003160830996466962,7/2021,-0.04675775093772328
3P,BELEZA & PERFUMARIA,-0.001709360441837125,-0.02085879419838249,-0.0005803345428055984,7/2021,-0.023148489183025214
3P,MÓVEIS,-0.002375950929961886,-0.017312908292999484,-0.000627246349470303,7/2021,-0.020316105572431672
3P,INSTRUMENTOS MUSICAIS,-0.002559939217834963,-0.021351837900912756,-0.0012512224721859398,7/2021,-0.025162999590933658
3P,MERCADO,-0.007475189236139984,-0.020320341094407245,-0.000770944220439261,7/2021,-0.028566474550986487
3P,TELEFONIA,-0.0031157510913122372,-0.014143128200705029,-0.0015488551404550814,8/2021,-0.018807734432472346
3P,ELETRODOMÉSTICOS,-0.00560478211833372,-0.03586689505610173,-0.006388611406189262,8/2021,-0.047860288580624716
3P,ELETRÔNICOS,-0.007882137404418807,-0.043025029335488185,-0.007188290048800856,8/2021,-0.05809545678870785
3P,PCS,-0.005781240654856006,-0.017728646747856545,-0.0028168604810648447,8/2021,-0.026326747883777396
3P,CLIMATIZAÇÃO,-0.004759269375072057,-0.020304343588031862,-0.0041879728963958255,8/2021,-0.029251585859499746
3P,ELETROPORTÁTEIS,-0.007144850581778658,-0.04742287717393537,-0.0045505101472795234,8/2021,-0.05911823790299355
3P,INFORMÁTICA E ACESSÓRIOS,-0.007848530119262655,-0.05594506348423423,-0.003796569041881103,8/2021,-0.067590162645378
3P,UTILIDADES DOMÉSTICAS,-0.006829748129459524,-0.04474273352312326,-0.0019890843242913628,8/2021,-0.05356156597687414
3P,AUTOMOTIVO,-0.004701948390149954,-0.05652438914918159,-0.0020317438320244328,8/2021,-0.06325808137135598
3P,CONSOLES & GAMES,-0.013617064802123002,-0.035702390120897765,-0.004625917356961153,8/2021,-0.053945372279981925
3P,ESPORTE & LAZER,-0.004359826908611074,-0.02723171721505956,-0.0016710982943855212,8/2021,-0.033262642418056154
3P,PC GAMER,-0.011338309400650564,-0.05072870327372458,-0.0036567808917323725,8/2021,-0.06572379356610751
3P,BELEZA & PERFUMARIA,-0.003705105628471915,-0.027192524377934114,-0.0006351593056497376,8/2021,-0.03153278931205576
3P,MÓVEIS,-0.0033979906219085694,-0.023686871597128328,-0.0006933834881990272,8/2021,-0.027778245707235926
3P,INSTRUMENTOS MUSICAIS,-0.003801125155114084,-0.03233359104123595,-0.0016059322436793178,8/2021,-0.03774064844002935
3P,MERCADO,-0.009220498494898652,-0.032889341029333406,-0.0010377282237933982,8/2021,-0.04314756774802545
3P,TELEFONIA,-0.003953078373815198,-0.013717555779906873,-0.0014177569668862777,9/2021,-0.01908839112060835
3P,ELETRODOMÉSTICOS,-0.007200810935326299,-0.032656177182499406,-0.005479888189567757,9/2021,-0.04533687630739346
3P,ELETRÔNICOS,-0.01117244317021906,-0.03788792016477705,-0.004909583603295111,9/2021,-0.05396994693829122
3P,PCS,-0.008251823691127175,-0.012991131803717419,-0.0021882693156846547,9/2021,-0.02343122481052925
3P,CLIMATIZAÇÃO,-0.005466331132755028,-0.02073244258071022,-0.0031433473421031803,9/2021,-0.029342121055568427
3P,ELETROPORTÁTEIS,-0.008788456610483723,-0.045843704025186595,-0.003539869149664182,9/2021,-0.058172029785334506
3P,INFORMÁTICA E ACESSÓRIOS,-0.010010081354490037,-0.049637227826115994,-0.0031989789780818827,9/2021,-0.06284628815868791
3P,UTILIDADES DOMÉSTICAS,-0.006486220089787824,-0.04616026429694369,-0.0017708147165049727,9/2021,-0.05441729910323649
3P,AUTOMOTIVO,-0.006087861508802598,-0.05403158804233402,-0.001654097311694419,9/2021,-0.061773546862831034
3P,CONSOLES & GAMES,-0.02334314751040262,-0.023101142257559368,-0.002019424429297366,9/2021,-0.04846371419725935
3P,ESPORTE & LAZER,-0.005989049483340473,-0.026128819191561528,-0.0013785213214164154,9/2021,-0.03349638999631842
3P,PC GAMER,-0.014662175008083794,-0.04114649770369731,-0.0026711700648457165,9/2021,-0.05847984277662683
3P,BELEZA & PERFUMARIA,-0.003502228526491959,-0.02613615981084974,-0.00046537478302008725,9/2021,-0.030103763120361785
3P,MÓVEIS,-0.003714350777025512,-0.023307647805660168,-0.0006189550335759385,9/2021,-0.027640953616261617
3P,INSTRUMENTOS MUSICAIS,-0.003445129399995075,-0.03425717217978339,-0.0012328373326526492,9/2021,-0.03893513891243112
3P,MERCADO,-0.011831929244356646,-0.02782688682359047,-0.000743889391945279,9/2021,-0.04040270545989239
3P,TELEFONIA,-0.005439242631122699,-0.01496262724129534,-0.001180611015405299,10/2021,-0.02158248088782334
3P,ELETRODOMÉSTICOS,-0.007767562997851167,-0.03673849262539971,-0.004928902118890665,10/2021,-0.049434957742141544
3P,ELETRÔNICOS,-0.01494860104776078,-0.03682179949990778,-0.004765958336422699,10/2021,-0.05653635888409125
3P,PCS,-0.009095619308413329,-0.01684248487976637,-0.0014725740718093544,10/2021,-0.027410678259989052
3P,CLIMATIZAÇÃO,-0.0059503261775974165,-0.021243845796346528,-0.0024428455545546105,10/2021,-0.029637017528498552
3P,ELETROPORTÁTEIS,-0.007913238535251239,-0.05397718231411582,-0.003049053353063463,10/2021,-0.06493947420243053
3P,INFORMÁTICA E ACESSÓRIOS,-0.009752236213694507,-0.06119414060869798,-0.003077216940485018,10/2021,-0.07402359376287751
3P,UTILIDADES DOMÉSTICAS,-0.007402144662945778,-0.05136908204577587,-0.0014673592952690116,10/2021,-0.060238586003990666
3P,AUTOMOTIVO,-0.006779315422954847,-0.06377435959046876,-0.0015789994058601285,10/2021,-0.07213267441928374
3P,CONSOLES & GAMES,-0.015099354421775112,-0.03050745755536165,-0.0017881099256522794,10/2021,-0.047394921902789044
3P,ESPORTE & LAZER,-0.005255768992225765,-0.030730646642233867,-0.0013639778360017294,10/2021,-0.03735039347046136
3P,PC GAMER,-0.018803182026219313,-0.04840175393701328,-0.0028059965147298705,10/2021,-0.07001093247796247
3P,BELEZA & PERFUMARIA,-0.006879895284219021,-0.027980433903947922,-0.0003971008246192963,10/2021,-0.03525743001278624
3P,MÓVEIS,-0.003992671715446756,-0.026209112287913946,-0.0006009947101731024,10/2021,-0.030802778713533804
3P,INSTRUMENTOS MUSICAIS,-0.0045548193850635,-0.03655293716385875,-0.001048393603376757,10/2021,-0.04215615015229901
3P,MERCADO,-0.020343665457117927,-0.0290502561357006,-0.0005652737914463928,10/2021,-0.049959195384264916
3P,TELEFONIA,-0.004790807441569606,-0.0174407735302803,-0.001310097664932623,11/2021,-0.023541678636782526
3P,ELETRODOMÉSTICOS,-0.007848961637620699,-0.03759606351743002,-0.004072640769724664,11/2021,-0.049517665924775384
3P,ELETRÔNICOS,-0.012965340810878022,-0.037292044348945314,-0.0033893002392087874,11/2021,-0.053646685399032126
3P,PCS,-0.00873072974775683,-0.016723385020483705,-0.0015867024297610429,11/2021,-0.027040817198001575
3P,CLIMATIZAÇÃO,-0.005242220717422597,-0.025787705325224057,-0.0022979274326280397,11/2021,-0.03332785347527469
3P,ELETROPORTÁTEIS,-0.008470972148035208,-0.05397696435470918,-0.003343733899425033,11/2021,-0.06579167040216942
3P,INFORMÁTICA E ACESSÓRIOS,-0.008111329600622517,-0.07036098260535842,-0.0027335927460453544,11/2021,-0.0812059049520263
3P,UTILIDADES DOMÉSTICAS,-0.006163026820877151,-0.05376243776920788,-0.0016444984297743807,11/2021,-0.06156996301985942
3P,AUTOMOTIVO,-0.005544208794572059,-0.07448168072464989,-0.0016608449169346372,11/2021,-0.08168673443615658
3P,CONSOLES & GAMES,-0.015757158196099293,-0.02964528196184287,-0.002739755237448808,11/2021,-0.04814219539539097
3P,ESPORTE & LAZER,-0.004617091582431467,-0.03209998955592121,-0.0013072396088169454,11/2021,-0.03802432074716962
3P,PC GAMER,-0.015056777600389445,-0.05442291102895245,-0.003155639686620936,11/2021,-0.07263532831596284
3P,BELEZA & PERFUMARIA,-0.006855708095097019,-0.027268792854778658,-0.0003569013890241348,11/2021,-0.03448140233889981
3P,MÓVEIS,-0.003177702042277827,-0.0292540130676036,-0.0006409964673617875,11/2021,-0.03307271157724321
3P,INSTRUMENTOS MUSICAIS,-0.003564932127538635,-0.04542325214952712,-0.0013826018363376146,11/2021,-0.050370786113403364
3P,MERCADO,-0.009851393748664429,-0.02434558820105309,-0.00037461435691454593,11/2021,-0.03457159630663206
3P,TELEFONIA,-0.0060831803496938916,-0.01685542929394098,-0.001368215075209336,12/2021,-0.02430682471884421
3P,ELETRODOMÉSTICOS,-0.008008717920236889,-0.037383079443531794,-0.004846064419872706,12/2021,-0.05023786178364138
3P,ELETRÔNICOS,-0.011283496971483948,-0.04934976261502417,-0.0038649032475042205,12/2021,-0.06449816283401233
3P,PCS,-0.007831650811372512,-0.02144620932394356,-0.0021237746417570335,12/2021,-0.031401634777073105
3P,CLIMATIZAÇÃO,-0.00508777273475314,-0.025560772116788952,-0.002113094945322171,12/2021,-0.032761639796864264
3P,ELETROPORTÁTEIS,-0.008006028113913051,-0.0577164969422377,-0.003383725338896307,12/2021,-0.06910625039504706
3P,INFORMÁTICA E ACESSÓRIOS,-0.010202140127289637,-0.06825646471805316,-0.0028673022382080886,12/2021,-0.08132590708355089
3P,UTILIDADES DOMÉSTICAS,-0.007915656573554747,-0.05784861152349829,-0.0015858785284207555,12/2021,-0.06735014662547378
3P,AUTOMOTIVO,-0.007087713824769716,-0.07047640629503521,-0.0020109713713093087,12/2021,-0.07957509149111423
3P,CONSOLES & GAMES,-0.022635496320208438,-0.03250910439480276,-0.004313426237154039,12/2021,-0.05945802695216523
3P,ESPORTE & LAZER,-0.004905413432586765,-0.03261296345640927,-0.0012285739789997152,12/2021,-0.038746950867995754
3P,PC GAMER,-0.016247414070214357,-0.05453492787471744,-0.00336316073028257,12/2021,-0.07414550267521437
3P,BELEZA & PERFUMARIA,-0.005989193827044051,-0.03152019707033249,-0.000462653226505485,12/2021,-0.037972044123882026
3P,MÓVEIS,-0.004088201520217351,-0.028407570761153692,-0.0005861291539845527,12/2021,-0.033081901435355596
3P,INSTRUMENTOS MUSICAIS,-0.0037648195699973206,-0.04627721737221168,-0.0013418907092558987,12/2021,-0.0513839276514649
3P,MERCADO,-0.0116524570804875,-0.0241895991475022,-0.00034605287735115604,12/2021,-0.03618810910534086
1P,TELEFONIA,-0.00996271837976742,-0.004054328014840008,-0.0008683168782714726,1/2022,-0.0148853632728789
1P,ELETRÔNICOS,-0.009118590927247826,-0.006324673077698281,-0.0026541819918835165,1/2022,-0.018097445996829623
1P,ELETRODOMÉSTICOS,-0.006181826454692243,-0.005494261308354816,-0.0015336386042390932,1/2022,-0.013209726367286151
1P,PCS,-0.005172993934212743,-0.002983547613506525,-0.0011324492884340037,1/2022,-0.00928899083615327
1P,ELETROPORTÁTEIS,-0.007337252252418934,-0.023998131434009876,-0.0012905839101277218,1/2022,-0.03262596759655653
1P,CONSOLES & GAMES,-0.04654354903288218,-0.007242211996265245,-0.00042633548217800246,1/2022,-0.05421209651132543
1P,CLIMATIZAÇÃO,-0.0030304630713738163,-0.006672633102360093,-0.00042818211226548677,1/2022,-0.010131278285999397
1P,UTILIDADES DOMÉSTICAS,-0.008171507785736994,-0.023524904123430952,-0.0004182231448612398,1/2022,-0.03211463505402918
1P,PC GAMER,-0.01288650444224206,-0.013879907900526551,-0.0028965112993759945,1/2022,-0.029662923642144606
1P,INFORMÁTICA E ACESSÓRIOS,-0.008744600564393417,-0.013442762644716192,-0.001461519819741205,1/2022,-0.023648883028850813
1P,ESPORTE & LAZER,-0.003751445205828444,-0.020227446022909067,-0.0010896853216314877,1/2022,-0.025068576550369
1P,BELEZA & PERFUMARIA,-0.004576711950574787,-0.02260054419494382,-0.0001367255173239612,1/2022,-0.02731398166284257
1P,MERCADO,-0.001376941754756637,-0.06010609880530714,-8.27872889029981e-05,1/2022,-0.061565827848966775
1P,AUTOMOTIVO,0.0,-0.10697049240206456,0.0,1/2022,-0.10697049240206456
1P,MÓVEIS,0.0,-0.04803992091901963,0.0,1/2022,-0.04803992091901963
1P,INSTRUMENTOS MUSICAIS,-0.026547558866939075,-0.08383782470065083,0.0,1/2022,-0.11038538356758991
3P,TELEFONIA,-0.00568902865099502,-0.007345588185752931,-0.001551719681663987,1/2022,-0.014586336518411938
3P,ELETRÔNICOS,-0.010532362074761839,-0.02162431603864353,-0.0036422045503812918,1/2022,-0.03579888266378666
3P,ELETRODOMÉSTICOS,-0.00699737872102614,-0.016032493198427922,-0.0028192806588105157,1/2022,-0.02584915257826458
3P,PCS,-0.007999906173592516,-0.005595512528419229,-0.001132679593665712,1/2022,-0.014728098295677457
3P,ELETROPORTÁTEIS,-0.007299280472588276,-0.05272086139914157,-0.0022313649363370097,1/2022,-0.06225150680806685
3P,CONSOLES & GAMES,-0.03581618633117089,-0.047615153416050875,-0.0018462193476258826,1/2022,-0.08527755909484765
3P,CLIMATIZAÇÃO,-0.004717573924353777,-0.0074722769462275155,-0.0014023674142796443,1/2022,-0.013592218284860937
3P,UTILIDADES DOMÉSTICAS,-0.007032433499445901,-0.08956534669077885,-0.001004923588624631,1/2022,-0.09760270377884939
3P,PC GAMER,-0.013955411589365323,-0.04172435753522682,-0.0020164830486311723,1/2022,-0.057696252173223314
3P,INFORMÁTICA E ACESSÓRIOS,-0.007973077667737666,-0.04327393221574487,-0.0022953993315040135,1/2022,-0.05354240921498655
3P,ESPORTE & LAZER,-0.0036872211908473944,-0.048360922922115974,-0.0007413979007194333,1/2022,-0.0527895420136828
3P,BELEZA & PERFUMARIA,-0.004580162823751529,-0.04274005392953269,-0.00026466806586912024,1/2022,-0.047584884819153336
3P,MERCADO,-0.02598945165171481,-0.13586094616821998,-0.0007839789949422721,1/2022,-0.16263437681487708
3P,AUTOMOTIVO,-0.005984621235641152,-0.08169183505926554,-0.0010287501800515296,1/2022,-0.08870520647495822
3P,MÓVEIS,-0.0038432050766065975,-0.03580269616078952,-0.00035365572421882215,1/2022,-0.039999556961614946
3P,INSTRUMENTOS MUSICAIS,-0.0028140945055442497,-0.03981408323367064,-0.0008742260574076832,1/2022,-0.04350240379662257
1P,TELEFONIA,-0.015929331205476824,-0.004546328947045176,-0.0006459456690440891,2/2022,-0.02112160582156609
1P,ELETRÔNICOS,-0.01245356031644479,-0.005899309431025853,-0.0017474121199463116,2/2022,-0.020100281867416952
1P,ELETRODOMÉSTICOS,-0.00798505196705835,-0.005242534652877361,-0.0011880417091113197,2/2022,-0.014415628329047029
1P,PCS,-0.005862907351636884,-0.0034121428491825883,-0.0008238140206983445,2/2022,-0.010098864221517817
1P,ELETROPORTÁTEIS,-0.00851936936578967,-0.025084597879692718,-0.00120433569250513,2/2022,-0.03480830293798752
1P,CONSOLES & GAMES,-0.10092692069253936,-0.010094581139363805,-0.002692366153031269,2/2022,-0.11371386798493444
1P,CLIMATIZAÇÃO,-0.004372142411644255,-0.006582717194265118,-0.0003351064706441835,2/2022,-0.011289966076553555
1P,UTILIDADES DOMÉSTICAS,-0.00868081853422249,-0.026476137812346052,-0.0003857257494155359,2/2022,-0.035542682095984074
1P,PC GAMER,-0.012602883987041997,-0.013745107089356104,-0.0020288509444541416,2/2022,-0.028376842020852243
1P,INFORMÁTICA E ACESSÓRIOS,-0.009701512371080512,-0.016828109868786915,-0.0011922596891064106,2/2022,-0.02772188192897384
1P,ESPORTE & LAZER,-0.003943767704191393,-0.019957510324793485,-0.0002790542267089759,2/2022,-0.024180332255693854
1P,BELEZA & PERFUMARIA,-0.007930844846325532,-0.014421639578194449,-0.00021788640855278192,2/2022,-0.022570370833072763
1P,MERCADO,-0.001122545315634408,-0.04529657752874185,-0.0001209908022869575,2/2022,-0.046540113646663224
1P,AUTOMOTIVO,0.0,-0.08828573228083832,0.0,2/2022,-0.08828573228083832
1P,MÓVEIS,-0.03193611402017668,-0.013275483927538747,0.0,2/2022,-0.045211597947715426
1P,INSTRUMENTOS MUSICAIS,0.0,-0.0393985816,0.0,2/2022,-0.0393985816
3P,TELEFONIA,-0.006193083695235492,-0.008715027195678288,-0.0015426490673743597,2/2022,-0.01645075995828814
3P,ELETRÔNICOS,-0.013569438878645609,-0.027904586123718052,-0.0030764200606708137,2/2022,-0.044550445063034474
3P,ELETRODOMÉSTICOS,-0.009003191647113178,-0.02004521805048733,-0.0028077630311934454,2/2022,-0.03185617272879396
3P,PCS,-0.00870708937402566,-0.007296242136160248,-0.0015480694201262086,2/2022,-0.017551400930312117
3P,ELETROPORTÁTEIS,-0.00910743030401385,-0.06071637555550152,-0.0020046366323552846,2/2022,-0.07182844249187066
3P,CONSOLES & GAMES,-0.054899673108898116,-0.053876250022047024,-0.0032203102930461634,2/2022,-0.1119962334239913
3P,CLIMATIZAÇÃO,-0.006400836343656721,-0.0076568662281985495,-0.0015734170250074548,2/2022,-0.015631119596862725
3P,UTILIDADES DOMÉSTICAS,-0.006767927139213799,-0.10748186996907834,-0.0010341852800278709,2/2022,-0.11528398238832001
3P,PC GAMER,-0.015230895146109133,-0.04984469260588473,-0.0016794381272500043,2/2022,-0.06675502587924387
3P,INFORMÁTICA E ACESSÓRIOS,-0.010021295003767493,-0.05375964619282871,-0.0022117115367532862,2/2022,-0.06599265273334949
3P,ESPORTE & LAZER,-0.0033807593867746792,-0.06492429089203007,-0.0006332082808608628,2/2022,-0.06893825855966561
3P,BELEZA & PERFUMARIA,-0.003120583434138273,-0.04817811714005428,-0.0003139138537292295,2/2022,-0.05161261442792178
3P,MERCADO,-0.04270064214421083,-0.1597722839064459,-0.001051474699960256,2/2022,-0.20352440075061698
3P,AUTOMOTIVO,-0.00783878752054121,-0.09901480913608851,-0.0008373842808898492,2/2022,-0.10769098093751957
3P,MÓVEIS,-0.004387570778196762,-0.05048910123450089,-0.00035262916278101325,2/2022,-0.05522930117547867
3P,INSTRUMENTOS MUSICAIS,-0.0035240542712439054,-0.051329560175678746,-0.000787842085124884,2/2022,-0.05564145653204754
1P,TELEFONIA,-0.009806631443964453,-0.006446974959177736,-0.0006930065939813046,3/2022,-0.016946612997123495
1P,ELETRÔNICOS,-0.012763721022336099,-0.007302058134237511,-0.0018171380388153258,3/2022,-0.021882917195388936
1P,ELETRODOMÉSTICOS,-0.0065908596237912705,-0.007841984371994553,-0.0013224814904010593,3/2022,-0.015755325486186883
1P,PCS,-0.005520190124691482,-0.00420129574679629,-0.0007188620512407027,3/2022,-0.010440347922728476
1P,ELETROPORTÁTEIS,-0.007372380698348636,-0.025699579938183,-0.0012410204462706069,3/2022,-0.034312981082802244
1P,CONSOLES & GAMES,-0.0380691575958774,-0.00776916732771846,-0.0011277958682019197,3/2022,-0.04696612079179778
1P,CLIMATIZAÇÃO,-0.003647465702824751,-0.009570502032335025,-0.0003212785531351214,3/2022,-0.013539246288294896
1P,UTILIDADES DOMÉSTICAS,-0.007374374231339778,-0.03586021980386733,-0.0005388517703709802,3/2022,-0.04377344580557809
1P,PC GAMER,-0.010955273707527831,-0.022274011033989873,-0.0021429120205677618,3/2022,-0.035372196762085466
1P,INFORMÁTICA E ACESSÓRIOS,-0.008314381184614441,-0.01697962753801121,-0.0007137963025862674,3/2022,-0.026007805025211918
1P,ESPORTE & LAZER,-0.0036360615925803193,-0.02346798334202379,-0.00038378937275148766,3/2022,-0.0274878343073556
1P,BELEZA & PERFUMARIA,-0.005551432971982424,-0.021909152986682407,-7.463755587129623e-05,3/2022,-0.027535223514536127
1P,MERCADO,-0.00023544215330443573,-0.03445932699254062,-1.9050093587991498e-05,3/2022,-0.03471381923943304
1P,AUTOMOTIVO,0.0,-0.056834932000000005,0.0,3/2022,-0.056834932000000005
1P,MÓVEIS,-0.0022630888243991296,-0.11319505606811733,0.0,3/2022,-0.11545814489251646
1P,INSTRUMENTOS MUSICAIS,0.0,-0.11098196007599924,0.0,3/2022,-0.11098196007599924
3P,TELEFONIA,-0.004606409225087792,-0.015902079627744793,-0.0016548294661507177,3/2022,-0.022163318318983303
3P,ELETRÔNICOS,-0.00830977120901692,-0.034772421546855795,-0.007175651711931264,3/2022,-0.05025784446780398
3P,ELETRODOMÉSTICOS,-0.005324671721026845,-0.028116285039074075,-0.0038486483242396972,3/2022,-0.03728960508434062
3P,PCS,-0.003949022687247982,-0.011764420664674716,-0.0021065970547347397,3/2022,-0.01782004040665744
3P,ELETROPORTÁTEIS,-0.00441151352198523,-0.07968244381626324,-0.0030216122100090313,3/2022,-0.0871155695482575
3P,CONSOLES & GAMES,-0.021366035438198847,-0.06709277634941298,-0.0040484831366813705,3/2022,-0.09250729492429319
3P,CLIMATIZAÇÃO,-0.0030038852948529576,-0.012454549315970441,-0.0021333817635127606,3/2022,-0.01759181637433616
3P,UTILIDADES DOMÉSTICAS,-0.0050899560475669865,-0.11759277775037512,-0.0012675469916963327,3/2022,-0.12395028078963843
3P,PC GAMER,-0.0090199606578608,-0.06043109933155715,-0.00341219137627076,3/2022,-0.0728632513656887
3P,INFORMÁTICA E ACESSÓRIOS,-0.004287090905513518,-0.06211701860440948,-0.002640428680534971,3/2022,-0.06904453819045797
3P,ESPORTE & LAZER,-0.002728759066058371,-0.059035398643042414,-0.0009868463710689963,3/2022,-0.06275100408016979
3P,BELEZA & PERFUMARIA,-0.002468322330419237,-0.05706975452982131,-0.00029991018774068446,3/2022,-0.05983798704798123
3P,MERCADO,-0.03886326609010794,-0.19308896518159793,-0.0007208695079180162,3/2022,-0.23267310077962391
3P,AUTOMOTIVO,-0.005777088474568645,-0.09533961210325578,-0.0012359013407000946,3/2022,-0.10235260191852452
3P,MÓVEIS,-0.0024911676804462617,-0.05884391901322817,-0.0004654662832995783,3/2022,-0.06180055297697401
3P,INSTRUMENTOS MUSICAIS,-0.0037532933408397843,-0.055767277704451904,-0.0007038709622466476,3/2022,-0.060224442007538334
1P,TELEFONIA,-0.006686825581417984,-0.005717463770762018,-0.0009404334048995749,4/2022,-0.013344722757079578
1P,ELETRÔNICOS,-0.011038757299678143,-0.0063477789022930355,-0.003471662603694191,4/2022,-0.02085819880566537
1P,ELETRODOMÉSTICOS,-0.0061208160073775,-0.005600424169402127,-0.0018217846937083613,4/2022,-0.013543024870487988
1P,PCS,-0.004536267459058629,-0.0026561742020038224,-0.0008810467777379463,4/2022,-0.008073488438800397
1P,ELETROPORTÁTEIS,-0.008051398096086838,-0.02035456400948506,-0.00151318064562751,4/2022,-0.029919142751199407
1P,CONSOLES & GAMES,-0.013720924711341573,-0.009406843967417243,-0.0011718733601041042,4/2022,-0.02429964203886292
1P,CLIMATIZAÇÃO,-0.0042794368336479685,-0.006338511449590341,-0.0009720502986566294,4/2022,-0.01158999858189494
1P,UTILIDADES DOMÉSTICAS,-0.01050501517356645,-0.03019952518771853,-0.0008834010115036064,4/2022,-0.04158794137278859
1P,PC GAMER,-0.009470750526607879,-0.017352040631208546,-0.0025997522083155513,4/2022,-0.029422543366131978
1P,INFORMÁTICA E ACESSÓRIOS,-0.007943023820498416,-0.015561037571475802,-0.0014716325401834237,4/2022,-0.02497569393215764
1P,ESPORTE & LAZER,-0.0037009290226715104,-0.018857443181899292,-0.0005609523401627693,4/2022,-0.02311932454473357
1P,BELEZA & PERFUMARIA,-0.003475856658396889,-0.03388116265826059,-0.0002069680012003081,4/2022,-0.03756398731785779
1P,MERCADO,0.0,0.0,0.0,4/2022,0.0
1P,AUTOMOTIVO,0.0,0.0,0.0,4/2022,0.0
1P,MÓVEIS,0.0,0.0,0.0,4/2022,0.0
1P,INSTRUMENTOS MUSICAIS,0.0,0.0,0.0,4/2022,0.0
3P,TELEFONIA,-0.0027693970804874746,-0.008637761026431032,-0.00210557554158732,4/2022,-0.013512733648505826
3P,ELETRÔNICOS,-0.006399601193680884,-0.023577858881965147,-0.009250206483028656,4/2022,-0.039227666558674684
3P,ELETRODOMÉSTICOS,-0.003918049647583898,-0.020525847910208072,-0.004732995818415538,4/2022,-0.02917689337620751
3P,PCS,-0.0043999034912171825,-0.00842916512102719,-0.002124222611238768,4/2022,-0.01495329122348314
3P,ELETROPORTÁTEIS,-0.003936499380812235,-0.05819711617931666,-0.004723051000924083,4/2022,-0.06685666656105298
3P,CONSOLES & GAMES,-0.007167985842598682,-0.04136003292195876,-0.002269902207740102,4/2022,-0.05079792097229754
3P,CLIMATIZAÇÃO,-0.0026798197294836935,-0.009161841245232357,-0.0034109614709269417,4/2022,-0.015252622445642993
3P,UTILIDADES DOMÉSTICAS,-0.004035066982114536,-0.09360152045099958,-0.0017167702123081132,4/2022,-0.09935335764542222
3P,PC GAMER,-0.006718785769506072,-0.045030797266927367,-0.003298849010661619,4/2022,-0.05504843204709506
3P,INFORMÁTICA E ACESSÓRIOS,-0.003561141531448413,-0.04954677067366388,-0.003541592511673385,4/2022,-0.056649504716785676
3P,ESPORTE & LAZER,-0.0018945432118656958,-0.04975336953503276,-0.0012284103879421967,4/2022,-0.052876323134840655
3P,BELEZA & PERFUMARIA,-0.0017358740074403317,-0.05004901110154157,-0.00048085694738763865,4/2022,-0.05226574205636954
3P,MERCADO,-0.00449083359984245,-0.1406320515174126,-0.0010670616668832895,4/2022,-0.14618994678413832
3P,AUTOMOTIVO,-0.003072488035901767,-0.0956664288525637,-0.0016844338562615742,4/2022,-0.10042335074472704
3P,MÓVEIS,-0.002393188906651161,-0.04256812719429326,-0.0006266335767676703,4/2022,-0.04558794967771209
3P,INSTRUMENTOS MUSICAIS,-0.0031282735878454485,-0.04354229906931327,-0.0008379632122589472,4/2022,-0.04750853586941767
